,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1181,1652,0,153,,2,TwnhsE,TA,Gd,1480.0,0.0,GLQ,Unf,1.0,1.0,Ex,120.0,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,,Gd,1,PConc,2,Typ,482.0,2.0,TA,Fin,TA,Attchd,2008.0,1652,0,GasA,Ex,1Story,1182,1,Gd,HLS,Mod,5587,Inside,64.0,IR1,0,120,RM,186.0,Stone,,0,11,Crawfor,53,5,8,Y,0,,CompShg,Hip,Partial,392500.0,New,0,Pave,5,1600.0,AllPub,162,2008,2008,2008
1182,2411,2065,0,,4,1Fam,TA,Av,2096.0,0.0,GLQ,Unf,1.0,0.0,Ex,300.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,ImStucc,MnPrv,TA,2,PConc,3,Typ,813.0,3.0,TA,Fin,TA,Attchd,1996.0,4476,1,GasA,Ex,2Story,1183,1,Ex,Lvl,Gtl,15623,Corner,160.0,IR1,0,60,RL,0.0,None,,0,7,NoRidge,78,5,10,Y,555,Ex,CompShg,Hip,Abnorml,745000.0,WD,0,Pave,10,2396.0,AllPub,171,1996,1996,2007
1183,1130,0,0,Grvl,2,1Fam,TA,No,821.0,0.0,Rec,Unf,1.0,0.0,TA,299.0,Y,Norm,Norm,SBrkr,0,TA,TA,Stucco,Stucco,,Gd,1,BrkTil,1,Typ,720.0,2.0,TA,Unf,TA,Detchd,1970.0,1130,0,GasA,Ex,1Story,1184,1,TA,Lvl,Gtl,10800,Inside,60.0,Reg,0,30,RL,0.0,None,,0,6,OldTown,0,6,5,Y,0,,CompShg,Hip,Normal,120000.0,WD,0,Pave,5,1120.0,AllPub,229,1920,1950,2006
1184,1572,0,0,,3,1Fam,TA,Gd,1159.0,0.0,Rec,Unf,1.0,0.0,TA,413.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,TA,2,CBlock,1,Typ,995.0,3.0,TA,RFn,TA,2Types,1963.0,1572,1,GasA,Gd,1Story,1185,1,TA,Lvl,Mod,35133,Inside,50.0,Reg,0,20,RL,226.0,BrkFace,,0,5,Timber,263,4,5,Y,0,,CompShg,Hip,Normal,186700.0,WD,263,Grvl,5,1572.0,AllPub,0,1963,1963,2007
1185,949,272,0,,4,1Fam,TA,No,392.0,0.0,BLQ,Unf,1.0,0.0,TA,392.0,Y,Norm,Norm,SBrkr,236,Gd,TA,AsbShng,AsbShng,,,0,BrkTil,1,Typ,392.0,1.0,TA,Unf,TA,Attchd,1965.0,1221,0,GasA,Gd,1.5Fin,1186,1,TA,Lvl,Gtl,9738,Inside,60.0,Reg,0,50,RL,0.0,None,,0,3,Edwards,0,7,5,Y,0,,CompShg,Gable,Normal,104900.0,WD,0,Pave,7,784.0,AllPub,0,1924,1950,2006
1186,1014,685,0,,3,2fmCon,TA,Mn,440.0,0.0,BLQ,Unf,1.0,0.0,Fa,538.0,Y,Artery,Artery,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,2,Typ,420.0,2.0,Fa,Unf,Fa,CarPort,1920.0,1699,0,GasA,TA,2Story,1187,2,TA,Bnk,Mod,10615,Corner,107.0,IR1,0,190,RL,0.0,None,,0,8,OldTown,74,5,3,Y,0,,CompShg,Gable,Abnorml,95000.0,WD,0,Pave,7,978.0,AllPub,0,1900,1970,2009
1187,1624,0,0,,2,1Fam,TA,No,1456.0,0.0,GLQ,Unf,1.0,0.0,Gd,168.0,Y,Norm,Norm,SBrkr,192,TA,Gd,ImStucc,ImStucc,GdPrv,Fa,1,PConc,2,Typ,757.0,3.0,TA,RFn,TA,Attchd,1994.0,1624,0,GasA,Ex,1Story,1188,1,Gd,Lvl,Gtl,12461,Corner,89.0,Reg,0,20,RL,0.0,None,,0,7,NoRidge,114,5,8,Y,0,,CompShg,Gable,Normal,262000.0,WD,0,Pave,5,1624.0,AllPub,0,1994,1995,2006
1188,831,829,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,831.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,493.0,2.0,TA,RFn,TA,Attchd,2002.0,1660,1,GasA,Ex,2Story,1189,1,Gd,Lvl,Gtl,8935,Inside,68.0,IR1,0,60,RL,95.0,BrkFace,,0,7,CollgCr,68,5,7,Y,0,,CompShg,Gable,Normal,195000.0,WD,0,Pave,7,831.0,AllPub,144,2002,2002,2009
1189,1028,776,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,994.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,TA,1,PConc,2,Typ,442.0,2.0,TA,Fin,TA,Attchd,1999.0,1804,1,GasA,Gd,2Story,1190,1,Gd,Lvl,Gtl,7500,Inside,60.0,Reg,0,60,RL,0.0,None,,0,6,Gilbert,60,5,7,Y,0,,CompShg,Gable,Normal,189000.0,WD,0,Pave,7,994.0,AllPub,140,1999,1999,2010
1190,1622,0,0,,3,2fmCon,TA,Av,1159.0,0.0,BLQ,Unf,1.0,0.0,TA,90.0,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,,TA,1,CBlock,1,Typ,1356.0,4.0,TA,Fin,TA,2Types,1975.0,1622,0,GasA,Ex,1Story,1191,1,TA,Low,Mod,32463,Inside,,Reg,0,190,RL,149.0,Stone,,0,3,Mitchel,0,4,4,Y,0,,CompShg,Gable,Normal,168000.0,WD,0,Pave,7,1249.0,AllPub,439,1961,1975,2007
1191,764,677,0,Pave,2,Twnhs,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,776.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,,,0,PConc,2,Typ,492.0,2.0,TA,Unf,TA,Detchd,1999.0,1441,1,GasA,Ex,2Story,1192,1,Gd,Lvl,Gtl,2645,Inside,24.0,Reg,0,160,FV,456.0,BrkFace,,0,11,Somerst,0,5,8,Y,0,,CompShg,Gable,Normal,174000.0,WD,0,Pave,5,776.0,AllPub,206,1999,2000,2007
1192,842,630,0,Grvl,3,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,TA,702.0,Y,Norm,Norm,SBrkr,84,TA,TA,VinylSd,VinylSd,GdWo,,0,PConc,1,Typ,250.0,1.0,Fa,Unf,TA,Detchd,1925.0,1472,0,GasA,Gd,1.5Fin,1193,1,Gd,Lvl,Gtl,9600,Inside,60.0,Reg,0,50,RM,0.0,None,,0,7,OldTown,0,8,5,P,0,,CompShg,Gambrel,Normal,125000.0,WD,0,Pave,6,702.0,AllPub,0,1925,1994,2007
1193,1224,0,0,,2,TwnhsE,TA,No,883.0,0.0,GLQ,Unf,1.0,0.0,Ex,341.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,PConc,2,Typ,402.0,2.0,TA,Fin,TA,Attchd,1999.0,1224,0,GasA,Ex,1Story,1194,1,TA,Lvl,Gtl,4500,FR2,,Reg,0,120,RM,425.0,BrkFace,,0,6,Mitchel,304,5,6,Y,0,,CompShg,Hip,Normal,165000.0,WD,0,Pave,5,1224.0,AllPub,0,1999,1999,2009
1194,663,689,0,,4,1Fam,TA,No,371.0,0.0,ALQ,Unf,0.0,0.0,TA,292.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Typ,299.0,1.0,TA,Fin,TA,Attchd,1969.0,1352,1,GasA,TA,2Story,1195,1,TA,Lvl,Gtl,9364,Corner,80.0,Reg,0,60,RL,143.0,Stone,,0,3,Sawyer,36,7,6,Y,0,,CompShg,Gable,Normal,158000.0,WD,0,Pave,7,663.0,AllPub,379,1969,1969,2010
1195,728,728,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,728.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,PConc,2,Typ,400.0,2.0,TA,Fin,TA,Attchd,2005.0,1456,1,GasA,Ex,2Story,1196,1,Gd,Lvl,Gtl,8029,Inside,51.0,IR1,0,60,RL,0.0,None,,0,7,Gilbert,24,5,6,Y,0,,CompShg,Gable,Normal,176000.0,WD,0,Pave,8,728.0,AllPub,100,2005,2005,2008
1196,879,984,0,,4,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,879.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,660.0,3.0,TA,Fin,TA,BuiltIn,2006.0,1863,1,GasA,Ex,2Story,1197,1,Gd,Lvl,Gtl,14054,Inside,58.0,IR1,0,60,RL,0.0,None,,0,11,Gilbert,17,5,7,Y,0,,CompShg,Gable,Partial,219210.0,New,0,Pave,9,879.0,AllPub,100,2006,2006,2006
1197,815,875,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,815.0,Y,Norm,Norm,SBrkr,330,TA,TA,MetalSd,MetalSd,,Gd,1,BrkTil,1,Typ,225.0,1.0,TA,Unf,TA,Detchd,1916.0,1690,0,GasA,Ex,2.5Unf,1198,1,TA,Bnk,Gtl,8850,Corner,65.0,IR1,0,75,RM,0.0,None,,0,7,OldTown,0,6,7,Y,0,,CompShg,Gable,Normal,144000.0,ConLw,0,Pave,7,815.0,AllPub,0,1916,1950,2006
1198,1212,0,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1212.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,573.0,2.0,TA,RFn,TA,Attchd,2001.0,1212,0,GasA,Ex,1Story,1199,1,Gd,Lvl,Gtl,9100,Inside,70.0,Reg,0,20,RL,0.0,None,,0,6,CollgCr,0,5,7,Y,0,,CompShg,Gable,Normal,178000.0,WD,0,Pave,6,1212.0,AllPub,356,2001,2001,2009
1199,1382,0,0,,3,1Fam,TA,No,547.0,0.0,Rec,Unf,0.0,0.0,TA,504.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,Po,1,CBlock,1,Typ,459.0,2.0,TA,Unf,TA,Attchd,1974.0,1382,1,GasA,Gd,1Story,1200,1,TA,Lvl,Gtl,11235,Inside,75.0,Reg,0,20,RL,51.0,BrkFace,,0,10,Sawyer,82,5,4,Y,0,,CompShg,Gable,Normal,148000.0,WD,0,Pave,6,1051.0,AllPub,0,1963,1979,2006
1200,864,0,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,864.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,280.0,1.0,TA,Unf,TA,Attchd,1972.0,864,0,GasA,Gd,1Story,1201,1,TA,Lvl,Gtl,9353,Inside,71.0,Reg,0,20,RL,0.0,None,Shed,0,7,NAmes,0,5,4,Y,0,,CompShg,Gable,Abnorml,116050.0,Oth,0,Pave,5,864.0,AllPub,0,1970,1970,2006
1201,866,913,0,,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,866.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,PConc,2,Typ,546.0,2.0,TA,RFn,TA,Attchd,1998.0,1779,1,GasA,Ex,2Story,1202,1,Gd,Lvl,Gtl,10400,Corner,80.0,Reg,0,60,RL,0.0,None,,0,3,CollgCr,36,5,7,Y,0,,CompShg,Gable,Normal,197900.0,WD,0,Pave,6,866.0,AllPub,198,1998,1998,2009
1202,884,464,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,1.0,0.0,TA,884.0,Y,Norm,Norm,SBrkr,208,TA,TA,Wd Sdng,Wd Sdng,,Fa,1,BrkTil,1,Typ,216.0,1.0,TA,Unf,TA,Detchd,1960.0,1348,0,GasA,Ex,1.5Fin,1203,1,TA,Lvl,Gtl,6000,Corner,50.0,Reg,0,50,RM,0.0,None,,0,5,BrkSide,0,8,5,N,0,,CompShg,Gable,Normal,117000.0,WD,0,Pave,5,884.0,AllPub,0,1925,1997,2009
1203,1630,0,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1630.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,451.0,2.0,TA,Unf,TA,Attchd,2000.0,1630,0,GasA,Ex,1Story,1204,1,Gd,Lvl,Gtl,9750,Inside,75.0,Reg,0,20,RL,171.0,BrkFace,,0,10,CollgCr,234,5,7,Y,0,,CompShg,Gable,Normal,213000.0,WD,0,Pave,6,1630.0,AllPub,74,2000,2001,2009
1204,1074,0,0,,3,1Fam,TA,No,788.0,0.0,ALQ,Unf,1.0,0.0,Gd,268.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Typ,495.0,2.0,TA,RFn,TA,Attchd,1975.0,1074,1,GasA,Ex,1Story,1205,1,TA,Lvl,Gtl,10140,Inside,78.0,Reg,0,20,RL,0.0,None,,0,7,NWAmes,88,6,5,Y,0,,CompShg,Gable,Normal,153500.0,WD,0,Pave,6,1056.0,AllPub,0,1975,1975,2006
1205,2196,0,0,,3,1Fam,TA,Mn,485.0,177.0,ALQ,BLQ,0.0,0.0,Gd,1496.0,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,,TA,1,CBlock,2,Typ,701.0,3.0,TA,RFn,TA,Attchd,1990.0,2196,0,GasA,Gd,1Story,1206,1,Gd,Lvl,Gtl,14684,CulDSac,90.0,IR1,0,20,RL,234.0,BrkFace,,0,6,SawyerW,70,7,7,Y,0,,CompShg,Hip,Normal,271900.0,WD,0,Pave,7,2158.0,AllPub,84,1990,1991,2009
1206,1056,0,0,,2,1Fam,TA,No,1056.0,0.0,Rec,Unf,1.0,0.0,TA,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Typ,384.0,1.0,TA,Unf,TA,Detchd,1966.0,1056,0,GasA,TA,1Story,1207,1,TA,Lvl,Gtl,8900,Inside,,Reg,0,20,RH,0.0,None,,0,11,SawyerW,42,4,4,Y,0,,CompShg,Gable,Normal,107000.0,WD,0,Pave,5,1056.0,AllPub,0,1966,1966,2006
1207,1700,0,0,,3,1Fam,TA,Av,340.0,0.0,GLQ,Unf,1.0,0.0,Gd,1342.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,544.0,2.0,TA,RFn,TA,Attchd,2003.0,1700,0,GasA,Ex,1Story,1208,1,Gd,Lvl,Gtl,9135,Inside,70.0,Reg,0,20,RL,120.0,BrkFace,,0,5,CollgCr,23,5,6,Y,0,,CompShg,Gable,Normal,200000.0,WD,0,Pave,7,1682.0,AllPub,192,2003,2003,2006
1208,1283,0,0,,3,1Fam,TA,No,504.0,108.0,Rec,BLQ,1.0,0.0,TA,319.0,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,506.0,2.0,TA,Unf,TA,Detchd,1980.0,1283,0,GasA,TA,1Story,1209,1,TA,Lvl,Gtl,7763,Inside,70.0,Reg,0,20,RL,0.0,None,,0,10,NAmes,0,7,5,Y,0,,CompShg,Gable,Normal,140000.0,WD,0,Pave,6,931.0,AllPub,0,1962,1980,2008
1209,1660,0,0,,3,1Fam,TA,Mn,1220.0,0.0,GLQ,Unf,1.0,0.0,Ex,440.0,Y,RRNn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,500.0,2.0,TA,RFn,TA,Attchd,2006.0,1660,0,GasA,Ex,1Story,1210,1,Gd,Lvl,Gtl,10182,CulDSac,85.0,IR1,0,20,RL,420.0,Stone,,0,5,Somerst,50,5,8,Y,0,,CompShg,Hip,Partial,290000.0,New,0,Pave,8,1660.0,AllPub,322,2006,2006,2006
1210,1055,790,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1055.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,GdPrv,TA,1,PConc,2,Typ,462.0,2.0,TA,RFn,TA,Attchd,1992.0,1845,1,GasA,Ex,2Story,1211,1,Gd,Lvl,Gtl,11218,Inside,70.0,Reg,0,60,RL,0.0,None,Shed,400,5,SawyerW,104,5,6,Y,0,,CompShg,Gable,Normal,189000.0,WD,0,Pave,8,1055.0,AllPub,635,1992,1992,2010
1211,1080,672,0,,4,1Fam,TA,Av,427.0,0.0,GLQ,Unf,0.0,0.0,Gd,132.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,,,0,Wood,2,Typ,492.0,2.0,TA,RFn,TA,Basment,1988.0,1752,0,GasA,Gd,1.5Fin,1212,1,TA,Bnk,Mod,12134,Inside,152.0,IR1,0,50,RL,0.0,None,,0,6,Gilbert,12,7,8,Y,0,,CompShg,Gable,Normal,164000.0,WD,0,Pave,8,559.0,AllPub,325,1988,2005,2010
1212,672,0,0,,2,1Fam,TA,No,344.0,0.0,Rec,Unf,1.0,0.0,TA,328.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,234.0,1.0,TA,Unf,TA,Attchd,1941.0,672,0,GasA,TA,1Story,1213,1,TA,Lvl,Gtl,9340,Inside,50.0,Reg,0,30,RL,0.0,None,,0,8,Edwards,113,6,4,N,0,,CompShg,Hip,Normal,113000.0,WD,0,Pave,4,672.0,AllPub,0,1941,1950,2009
1213,960,0,0,,0,1Fam,Gd,Av,648.0,0.0,GLQ,Unf,1.0,1.0,TA,0.0,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,,,0,CBlock,0,Typ,364.0,1.0,TA,Unf,TA,Attchd,1965.0,960,0,GasA,Ex,SLvl,1214,1,TA,Lvl,Gtl,10246,CulDSac,,IR1,0,80,RL,0.0,None,,0,5,Sawyer,0,9,4,Y,0,,CompShg,Gable,Normal,145000.0,WD,0,Pave,3,648.0,AllPub,88,1965,2001,2006
1214,999,0,0,,3,1Fam,TA,Av,784.0,0.0,BLQ,Unf,1.0,0.0,TA,141.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,300.0,1.0,TA,Unf,TA,Attchd,1962.0,999,0,GasA,TA,SFoyer,1215,1,TA,Lvl,Gtl,10205,Inside,69.0,IR1,0,85,RL,0.0,None,,0,5,NAmes,72,5,5,Y,0,,CompShg,Gable,Normal,134500.0,WD,0,Pave,6,925.0,AllPub,150,1962,1962,2006
1215,894,0,0,,3,1Fam,TA,No,180.0,374.0,Rec,LwQ,0.0,0.0,TA,340.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,MnPrv,,0,CBlock,1,Typ,384.0,1.0,TA,RFn,TA,Detchd,1966.0,894,0,GasA,TA,1Story,1216,1,TA,Lvl,Gtl,7094,Inside,99.0,IR1,0,20,RL,0.0,None,,0,5,Sawyer,0,5,5,Y,0,,CompShg,Gable,Normal,125000.0,WD,0,Pave,5,894.0,AllPub,0,1966,1966,2007
1216,1318,584,0,,4,Duplex,,,0.0,0.0,,,0.0,0.0,,0.0,Y,RRAe,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,Slab,2,Typ,539.0,2.0,TA,Unf,TA,Attchd,1978.0,1902,0,GasA,TA,1.5Fin,1217,2,TA,Lvl,Gtl,8930,Inside,68.0,Reg,0,90,RM,0.0,None,,0,4,Sawyer,0,5,6,Y,0,,CompShg,Gable,Normal,112000.0,WD,0,Pave,8,0.0,AllPub,0,1978,1978,2010
1217,1314,0,0,,3,1Fam,TA,Mn,936.0,0.0,GLQ,Unf,1.0,0.0,Gd,364.0,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,,,0,PConc,2,Typ,552.0,2.0,TA,RFn,TA,Attchd,2009.0,1314,0,GasA,Ex,1Story,1218,1,Gd,Lvl,Gtl,8640,Inside,72.0,Reg,0,20,FV,72.0,Stone,,0,9,Somerst,112,5,8,Y,0,,CompShg,Gable,Partial,229456.0,New,0,Pave,6,1300.0,AllPub,135,2009,2009,2009
1218,672,240,0,,2,1Fam,,,0.0,0.0,,,0.0,0.0,,0.0,N,Norm,Norm,SBrkr,0,TA,TA,AsbShng,AsbShng,,,0,Slab,1,Typ,0.0,0.0,,,,,,912,0,GasA,Gd,1.5Fin,1219,1,TA,Lvl,Gtl,6240,Inside,52.0,Reg,0,50,RM,0.0,None,,0,7,BrkSide,0,5,4,N,0,,CompShg,Gable,Normal,80500.0,WD,0,Pave,3,0.0,AllPub,0,1947,1950,2006
1219,672,546,0,,3,Twnhs,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,672.0,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,,,0,CBlock,1,Typ,0.0,0.0,,,,,,1218,1,GasA,TA,2Story,1220,1,TA,Lvl,Gtl,1680,Inside,21.0,Reg,0,160,RM,236.0,BrkFace,,0,4,BrDale,0,5,6,N,0,,CompShg,Gable,Abnorml,91500.0,WD,0,Pave,7,672.0,AllPub,201,1971,1971,2006
1220,912,0,0,,2,1Fam,TA,No,312.0,600.0,Rec,LwQ,0.0,0.0,TA,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,,0,CBlock,1,Typ,288.0,1.0,TA,Unf,TA,Attchd,1964.0,912,0,GasA,TA,1Story,1221,1,TA,Lvl,Gtl,7800,Inside,66.0,IR1,0,20,RL,0.0,None,,0,11,NAmes,0,5,5,Y,0,,CompShg,Gable,Abnorml,115000.0,WD,0,Pave,5,912.0,AllPub,0,1964,1964,2006
1221,1211,0,0,,3,1Fam,TA,No,250.0,492.0,BLQ,LwQ,0.0,0.0,TA,210.0,Y,Feedr,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,TA,1,CBlock,1,Typ,322.0,1.0,TA,Unf,TA,Attchd,1968.0,1211,0,GasA,Ex,1Story,1222,1,TA,Lvl,Gtl,8250,Inside,55.0,Reg,0,20,RL,0.0,None,,0,8,Sawyer,63,5,5,Y,0,,CompShg,Hip,Normal,134000.0,WD,0,Pave,5,952.0,AllPub,0,1968,1968,2008
1222,1168,678,0,,3,1Fam,TA,Mn,196.0,0.0,Rec,Unf,0.0,0.0,TA,844.0,Y,Artery,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,GdWo,Gd,1,CBlock,2,Typ,315.0,1.0,TA,Unf,TA,Attchd,1949.0,1846,0,GasA,Ex,1.5Fin,1223,1,TA,Lvl,Gtl,10496,Inside,78.0,Reg,0,50,RL,320.0,BrkFace,,0,1,NAmes,0,6,6,Y,0,,CompShg,Gable,Normal,143000.0,WD,0,Pave,7,1040.0,AllPub,0,1949,1950,2007
1223,2136,0,0,,4,1Fam,Fa,No,756.0,0.0,LwQ,Unf,0.0,0.0,TA,1380.0,N,Norm,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,,0,CBlock,2,Mod,528.0,2.0,TA,Unf,TA,Detchd,1951.0,2136,0,GasA,TA,1Story,1224,1,TA,Lvl,Gtl,10680,Inside,89.0,Reg,0,20,RL,44.0,BrkFace,,0,10,NAmes,30,3,5,Y,0,,CompShg,Hip,Normal,137900.0,WD,0,Pave,7,2136.0,AllPub,0,1951,1951,2006
1224,788,702,0,,3,1Fam,TA,Av,724.0,0.0,GLQ,Unf,1.0,0.0,Gd,64.0,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,388.0,2.0,TA,Fin,TA,Attchd,2004.0,1490,1,GasA,Ex,2Story,1225,1,Gd,Lvl,Gtl,15384,Inside,60.0,IR1,0,60,RL,0.0,None,,0,2,Gilbert,75,5,7,Y,0,,CompShg,Gable,Normal,184000.0,WD,0,Pave,8,788.0,AllPub,100,2004,2005,2008
1225,1138,0,0,,3,1Fam,TA,Av,507.0,0.0,GLQ,Unf,0.0,1.0,TA,81.0,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,MnWw,,0,CBlock,1,Typ,264.0,1.0,TA,RFn,TA,Attchd,1958.0,1138,0,GasA,Ex,SLvl,1226,1,TA,Lvl,Gtl,10482,Inside,65.0,Reg,0,80,RL,63.0,BrkFace,,0,6,NAmes,0,8,6,Y,0,,CompShg,Hip,Normal,145000.0,WD,0,Pave,6,588.0,AllPub,224,1958,1958,2007
1226,894,1039,0,,4,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,Gd,894.0,Y,Feedr,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,668.0,3.0,TA,Fin,TA,BuiltIn,2007.0,1933,1,GasA,Ex,2Story,1227,1,Gd,Lvl,Gtl,14598,CulDSac,86.0,IR1,0,60,RL,74.0,Stone,,0,1,Somerst,18,5,6,Y,0,,CompShg,Gable,Normal,214000.0,WD,0,Pave,9,894.0,AllPub,100,2007,2007,2008
1227,912,0,0,,2,1Fam,TA,No,595.0,0.0,ALQ,Unf,1.0,0.0,TA,317.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,CBlock,1,Typ,576.0,2.0,TA,Unf,TA,Detchd,1992.0,912,0,GasA,Ex,1Story,1228,1,Gd,Lvl,Gtl,8872,Corner,72.0,Reg,0,20,RL,300.0,BrkFace,,0,12,NAmes,240,8,5,Y,0,,CompShg,Gable,Normal,147000.0,WD,0,Pave,5,912.0,AllPub,0,1965,2008,2008
1228,1702,0,0,,1,TwnhsE,TA,No,1540.0,0.0,GLQ,Unf,1.0,0.0,Ex,162.0,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,,Gd,1,PConc,1,Typ,1052.0,3.0,TA,Fin,TA,Attchd,2008.0,1702,1,GasA,Ex,1Story,1229,1,Ex,Lvl,Gtl,8769,Corner,65.0,Reg,0,120,RL,766.0,BrkFace,,0,10,NridgHt,72,5,9,Y,0,,CompShg,Hip,Partial,367294.0,New,224,Pave,7,1702.0,AllPub,0,2008,2008,2008
